
STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,"CRIMINAL
CASES",AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,"GENERAL
VOTES","POSTAL
VOTES","TOTAL
VOTES","OVER TOTAL ELECTORS 
IN CONSTITUENCY","OVER TOTAL VOTES POLLED 
IN CONSTITUENCY",TOTAL ELECTORS
Uttar Pradesh,AONLA,KUNWAR SARVARAJ SINGH,0,INC,Hand,MALE,0,64,GENERAL,Graduate Professional,"Rs 4,11,89,445
 ~ 4 Crore+","Rs 0
 ~",62407,141,62548,3.502902378,5.940533877,1785605
Tamil Nadu,ARAKKONAM,S. JAGATHRAKSHAKAN,1,DMK,Rising Sun,MALE,2,71,GENERAL,10th Pass,"Rs 1,14,69,84,897
 ~ 114 Crore+","Rs 16,63,65,972
 ~ 16 Crore+",666688,5502,672190,44.81218867,56.97916102,1500016
Tamil Nadu,ARAKKONAM,A.K. MOORTHY,0,PMK,Mango,MALE,6,55,GENERAL,Post Graduate,"Rs 4,60,23,417
 ~ 4 Crore+","Rs 77,10,578
 ~ 77 Lacs+",341527,1707,343234,22.88202259,29.0947282,1500016
Tamil Nadu,ARAKKONAM,N.G. PARTHIBAN,0,IND,Gift Pack,MALE,0,43,GENERAL,8th Pass,"Rs 1,33,000
 ~ 1 Lacs+","Rs 0
 ~",66595,231,66826,4.455019146,5.664602886,1500016
Tamil Nadu,ARAKKONAM,Y.R. PAVENDHAN,0,NTK,Ganna Kisan,MALE,0,40,GENERAL,Post Graduate,"Rs 35,20,000
 ~ 35 Lacs+","Rs 0
 ~",29065,282,29347,1.956445798,2.487641051,1500016
Tamil Nadu,ARAKKONAM,"RAJENDRAN, N.",0,MNM,Battery Torch,MALE,0,61,GENERAL,Post Graduate,"Rs 1,09,61,100
 ~ 1 Crore+","Rs 0
 ~",23598,173,23771,1.58471643,2.014983318,1500016
Tamil Nadu,ARAKKONAM,NOTA,0,NOTA,,,,,,,,,12015,164,12179,0.811924673,1.032370612,1500016
West Bengal,ARAMBAGH,APARUPA PODDAR (AFRIN ALI),1,AITC,Flowers and Grass,FEMALE,1,33,SC,Post Graduate,"Rs 1,25,27,597
 ~ 1 Crore+","Rs 42,44,000
 ~ 42 Lacs+",649613,316,649929,36.82889015,44.13893194,1764726
West Bengal,ARAMBAGH,TAPAN KUMAR RAY,0,BJP,Lotus,MALE,1,55,SC,Post Graduate,"Rs 20,14,593
 ~ 20 Lacs+","Rs 18,75,000
 ~ 18 Lacs+",647755,1032,648787,36.76417756,44.06137476,1764726
West Bengal,ARAMBAGH,SAKTI MOHAN MALIK,0,CPI(M),"Hammer, Sickle and Star",MALE,2,59,SC,Post Graduate,"Rs 1,04,48,352
 ~ 1 Crore+","Rs 17,324
 ~ 17 Thou+",100373,147,100520,5.696068398,6.826661741,1764726
West Bengal,ARAMBAGH,JYOTI KUMARI DAS,0,INC,Hand,FEMALE,0,41,SC,Graduate,"Rs 1,20,69,004
 ~ 1 Crore+","Rs 29,96,520
 ~ 29 Lacs+",25094,34,25128,1.423903767,1.706529608,1764726
West Bengal,ARAMBAGH,NOTA,0,NOTA,,,,,,,,,20484,11,20495,1.161370094,1.391886514,1764726
Tamil Nadu,ARANI,VISHNU PRASAD M K,1,INC,Hand,MALE,1,46,GENERAL,Graduate Professional,"Rs 23,45,64,815
 ~ 23 Crore+","Rs 3,34,09,505
 ~ 3 Crore+",613390,4370,617760,42.62912742,53.9567497,1449150
Tamil Nadu,ARANI,ELUMALAI V,0,AIADMK,Two Leaves,MALE,0,63,GENERAL,Graduate Professional,"Rs 11,11,58,268
 ~ 11 Crore+","Rs 18,84,554
 ~ 18 Lacs+",385294,1660,386954,26.70213573,33.79755912,1449150
Tamil Nadu,ARANI,SENTHAMIZHAN G,0,IND,Gift Pack,MALE,0,55,GENERAL,Post Graduate,"Rs 2,20,06,894
 ~ 2 Crore+","Rs 1,13,28,495
 ~ 1 Crore+",46326,57,46383,3.200703861,4.051210699,1449150
Tamil Nadu,ARANI,TAMIZHARASI A,0,NTK,Ganna Kisan,FEMALE,0,37,GENERAL,Post Graduate,"Rs 29,34,243
 ~ 29 Lacs+","Rs 0
 ~",32151,258,32409,2.23641445,2.830685543,1449150
Tamil Nadu,ARANI,NOTA,0,NOTA,,,,,,,,,16819,102,16921,1.167650002,1.477923727,1449150
Tamil Nadu,ARANI,SHAJI V,0,MNM,Battery Torch,MALE,0,41,GENERAL,8th Pass,"Rs 4,46,42,380
 ~ 4 Crore+","Rs 2,05,65,404
 ~ 2 Crore+",14680,96,14776,1.019632198,1.290573902,1449150
Bihar,ARARIA,PRADEEP KUMAR SINGH,1,BJP,Lotus,MALE,3,52,GENERAL,10th Pass,"Rs 50,10,577
 ~ 50 Lacs+","Rs 11,59,200
 ~ 11 Lacs+",618004,430,618434,34.25394045,52.86931039,1805439
Bihar,ARARIA,SARFARAZ ALAM,0,RJD,Hurricane Lamp,MALE,6,50,GENERAL,Graduate,"Rs 7,66,18,366
 ~ 7 Crore+","Rs 85,66,199
 ~ 85 Lacs+",481120,73,481193,26.65240975,41.13671317,1805439
Bihar,ARARIA,NOTA,0,NOTA,,,,,,,,,20606,12,20618,1.14199372,1.762612407,1805439
Bihar,ARRAH,R. K. Singh,1,BJP,Lotus,MALE,1,66,GENERAL,Graduate Professional,"Rs 7,99,71,720
 ~ 7 Crore+","Rs 0
 ~",560106,6374,566480,27.11269948,52.33245632,2089353
Bihar,ARRAH,Raju Yadav,0,CPI(ML)(L),Flag with Three Stars,MALE,1,36,GENERAL,Post Graduate,"Rs 6,82,315
 ~ 6 Lacs+","Rs 0
 ~",418266,929,419195,20.06338804,38.7259992,2089353
Bihar,ARRAH,NOTA,0,NOTA,,,,,,,,,21763,62,21825,1.044581744,2.016233334,2089353
Bihar,ARRAH,Shiv das Singh,0,IND,Football,MALE,0,81,GENERAL,12th Pass,"Rs 31,96,572
 ~ 31 Lacs+","Rs 0
 ~",13768,5,13773,0.659199283,1.272374878,2089353
Bihar,ARRAH,Raj Giri Bhagat,0,SSD,Saw,MALE,0,70,GENERAL,12th Pass,"Rs 44,37,819
 ~ 44 Lacs+","Rs 0
 ~",12592,6,12598,0.602961778,1.163826233,2089353
Andhra Pradesh,ARUKU,GODDETI. MADHAVI,1,YSRCP,Ceiling Fan,FEMALE,0,26,ST,Graduate Professional,"Rs 1,41,179
 ~ 1 Lacs+","Rs 0
 ~",557561,4629,562190,38.73384511,52.13983965,1451418
Andhra Pradesh,ARUKU,KISHORE CHANDRA DEO,0,TDP,Bicycle,MALE,0,72,ST,Post Graduate,"Rs 6,57,29,020
 ~ 6 Crore+","Rs 0
 ~",336163,1938,338101,23.2945299,31.35689344,1451418
Andhra Pradesh,ARUKU,NOTA,0,NOTA,,,,,,,,,47955,22,47977,3.305526044,4.449586593,1451418
Andhra Pradesh,ARUKU,GANGULAIAH VAMPURU.,0,JnP,Glass Tumbler,MALE,3,49,ST,10th Pass,"Rs 25,67,059
 ~ 25 Lacs+","Rs 3,20,000
 ~ 3 Lacs+",42245,549,42794,2.948426987,3.968893609,1451418
Andhra Pradesh,ARUKU,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,0,BJP,Lotus,MALE,0,54,ST,Doctorate,"Rs 1,14,43,485
 ~ 1 Crore+","Rs 22,00,000
 ~ 22 Lacs+",17578,289,17867,1.23100306,1.657059917,1451418
Andhra Pradesh,ARUKU,SHRUTI DEVI VYRICHERLA,0,INC,Hand,FEMALE,0,46,ST,Graduate Professional,"Rs 2,35,92,023
 ~ 2 Crore+","Rs 0
 ~",17656,74,17730,1.221564015,1.644353967,1451418
Andhra Pradesh,ARUKU,KANGALA BALUDORA,0,IND,Cup & Saucer,MALE,0,61,ST,Illiterate,"Rs 3,40,500
 ~ 3 Lacs+","Rs 0
 ~",13810,16,13826,0.952585678,1.282280764,1451418
Andhra Pradesh,ARUKU,NARAVA SATYAVATHI,0,IND,Bangles,FEMALE,0,37,ST,10th Pass,"Rs 9,64,000
 ~ 9 Lacs+","Rs 0
 ~",11231,5,11236,0.774139497,1.042073388,1451418
Arunachal Pradesh,ARUNACHAL EAST,Tapir Gao,1,BJP,Lotus,MALE,0,54,ST,Post Graduate,"Rs 13,66,28,259
 ~ 13 Crore+","Rs 0
 ~",148567,5316,153883,45.28794425,52.03689989,339788
Arunachal Pradesh,ARUNACHAL EAST,Lowangcha Wanglat,0,INC,Hand,MALE,0,69,ST,Graduate,"Rs 35,35,30,297
 ~ 35 Crore+","Rs 41,68,771
 ~ 41 Lacs+",80378,3557,83935,24.70216723,28.38336394,339788
Arunachal Pradesh,ARUNACHAL EAST,Mongol Yomso,0,PPA,Maize,MALE,0,47,ST,12th Pass,"Rs 1,04,52,925
 ~ 1 Crore+","Rs 0
 ~",22160,777,22937,6.750385535,7.756349778,339788
Arunachal Pradesh,ARUNACHAL EAST,Bandey Mili,0,JD(S),A lady farmer carrying paddy on her head,MALE,0,38,ST,12th Pass,"Rs 1,27,20,974
 ~ 1 Crore+","Rs 0
 ~",15304,654,15958,4.696457791,5.396339092,339788
Arunachal Pradesh,ARUNACHAL EAST,C. C. Singpho,0,IND,Helicopter,MALE,0,68,ST,Graduate,"Rs 2,73,03,830
 ~ 2 Crore+","Rs 0
 ~",10955,538,11493,3.382403145,3.886459781,339788
Arunachal Pradesh,ARUNACHAL EAST,NOTA,0,NOTA,,,,,,,,,5490,85,5575,1.640728925,1.885235646,339788
Arunachal Pradesh,ARUNACHAL WEST,KIREN RIJIJU,1,BJP,Lotus,MALE,0,47,ST,Graduate Professional,"Rs 1,52,79,000
 ~ 1 Crore+","Rs 0
 ~",216494,9302,225796,48.68653981,62.02385956,463775
Arunachal Pradesh,ARUNACHAL WEST,NABAM TUKI,0,INC,Hand,MALE,1,51,ST,Graduate,"Rs 1,00,29,50,534
 ~ 100 Crore+","Rs 20,49,55,775
 ~ 20 Crore+",49362,1591,50953,10.98657754,13.99626971,463775
Arunachal Pradesh,ARUNACHAL WEST,JARJUM ETE,0,JD(S),A lady farmer carrying paddy on her head,FEMALE,0,56,ST,Post Graduate,"Rs 3,82,65,000
 ~ 3 Crore+","Rs 0
 ~",41510,2410,43920,9.470109428,12.0643763,463775
Arunachal Pradesh,ARUNACHAL WEST,KHYODA APIK,0,NPEP,Book,MALE,1,42,ST,12th Pass,"Rs 30,07,37,886
 ~ 30 Crore+","Rs 75,00,000
 ~ 75 Lacs+",26530,589,27119,5.847447577,7.449312863,463775
Arunachal Pradesh,ARUNACHAL WEST,SUBU KECHI,0,PPA,Maize,MALE,0,45,ST,Graduate Professional,"Rs 19,55,000
 ~ 19 Lacs+","Rs 0
 ~",4633,133,4766,1.027653496,1.309171618,463775
West Bengal,ASANSOL,BABUL SUPRIYO,1,BJP,Lotus,MALE,4,48,GENERAL,Graduate,"Rs 5,92,34,826
 ~ 5 Crore+","Rs 57,22,184
 ~ 57 Lacs+",632727,651,633378,39.19745771,51.1551499,1615865
West Bengal,ASANSOL,MOON MOON SEN,0,AITC,Flowers and Grass,FEMALE,0,65,GENERAL,Post Graduate,"Rs 10,15,82,564
 ~ 10 Crore+","Rs 0
 ~",435584,157,435741,26.96642356,35.19288035,1615865
West Bengal,ASANSOL,GOURANGA CHATTERJEE,0,CPI(M),"Hammer, Sickle and Star",MALE,3,59,GENERAL,Post Graduate,"Rs 16,18,401
 ~ 16 Lacs+","Rs 0
 ~",87553,55,87608,5.421740059,7.07571209,1615865
West Bengal,ASANSOL,BISWARUP MONDAL,0,INC,Hand,MALE,0,37,GENERAL,10th Pass,"Rs 1,01,63,408
 ~ 1 Crore+","Rs 26,29,771
 ~ 26 Lacs+",21019,19,21038,1.301965201,1.69914655,1615865
West Bengal,ASANSOL,NOTA,0,NOTA,,,,,,,,,14432,15,14447,0.894072215,1.166820525,1615865
West Bengal,ASANSOL,MD. ZAHIR ALAM,0,BMUP,Cot,MALE,0,62,GENERAL,Post Graduate,"Rs 1,748
 ~ 1 Thou+","Rs 0
 ~",12677,0,12677,0.784533361,1.023865425,1615865
Odisha,ASKA,Pramila Bisoyi,1,BJD,Conch,FEMALE,0,70,GENERAL,5th Pass,"Rs 7,32,470
 ~ 7 Lacs+","Rs 0
 ~",552364,385,552749,35.86612551,54.51764984,1541145
Odisha,ASKA,Anita Subhadarshini,0,BJP,Lotus,FEMALE,0,47,GENERAL,Post Graduate,"Rs 1,61,75,950
 ~ 1 Crore+","Rs 1,79,25,000
 ~ 1 Crore+",346249,1793,348042,22.58333901,34.32739252,1541145
Odisha,ASKA,Rama Krushna Panda,0,CPI(M),Ears of Corn And Sickle,MALE,1,47,GENERAL,Post Graduate,"Rs 3,29,980
 ~ 3 Lacs+","Rs 0
 ~",59889,89,59978,3.89178176,5.915631873,1541145
Odisha,ASKA,NOTA,0,NOTA,,,,,,,,,17330,14,17344,1.125397026,1.710639221,1541145
Kerala,ATTINGAL,Adv. ADOOR PRAKASH,1,INC,Hand,MALE,7,63,GENERAL,Graduate Professional,"Rs 14,40,98,612
 ~ 14 Crore+","Rs 2,76,22,685
 ~ 2 Crore+",379469,1526,380995,28.20701705,37.87045946,1350710
Kerala,ATTINGAL,Dr. A. SAMPATH,0,CPI(M),"Hammer, Sickle and Star",MALE,0,56,GENERAL,Doctorate,"Rs 3,84,48,688
 ~ 3 Crore+","Rs 36,11,333
 ~ 36 Lacs+",340298,2450,342748,25.37539516,34.06875219,1350710
Kerala,ATTINGAL,SOBHASURENDRAN,0,BJP,Lotus,FEMALE,40,49,GENERAL,Graduate,"Rs 19,81,638
 ~ 19 Lacs+","Rs 0
 ~",246502,1579,248081,18.36671084,24.65896259,1350710
Bihar,AURANGABAD,SUSHIL KUMAR SINGH,1,BJP,Lotus,MALE,3,53,GENERAL,Post Graduate,"Rs 16,78,95,109
 ~ 16 Crore+","Rs 37,46,607
 ~ 37 Lacs+",426116,1605,427721,24.54100476,45.72262683,1742883
Maharashtra,AURANGABAD,Imtiaz Jaleel Syed,1,AIMIM,Kite,MALE,4,50,GENERAL,Post Graduate,"Rs 2,95,62,768
 ~ 2 Crore+","Rs 68,00,000
 ~ 68 Lacs+",388784,258,389042,20.62478397,32.45459558,1886284
Bihar,AURANGABAD,NARESH YADAV,1,BSP,Elephant,MALE,5,34,GENERAL,Literate,"Rs 1,26,74,177
 ~ 1 Crore+","Rs 8,24,000
 ~ 8 Lacs+",33697,75,33772,1.937708957,3.610167734,1742883
Bihar,AURANGABAD,UPENDRA PRASAD,0,HAMS,Telephone,MALE,0,55,GENERAL,Post Graduate,"Rs 2,03,94,370
 ~ 2 Crore+","Rs 4,71,998
 ~ 4 Lacs+",356846,323,357169,20.49299924,38.18074142,1742883
Maharashtra,AURANGABAD,Chandrakant Khaire,0,SHS,Bow and Arrow,MALE,9,67,GENERAL,12th Pass,"Rs 8,98,20,322
 ~ 8 Crore+","Rs 3,13,90,310
 ~ 3 Crore+",383759,791,384550,20.38664379,32.07986472,1886284
Maharashtra,AURANGABAD,Harshwardhandada Raibhanji Jadhav,0,IND,Tractor Chalata Kisan,MALE,2,41,GENERAL,Graduate,"Rs 12,39,52,399
 ~ 12 Crore+","Rs 1,10,17,453
 ~ 1 Crore+",283237,561,283798,15.04534842,23.67494851,1886284
Maharashtra,AURANGABAD,Zambad Subhash Manakchand,0,INC,Hand,MALE,0,56,GENERAL,12th Pass,"Rs 33,94,52,909
 ~ 33 Crore+","Rs 19,84,64,347
 ~ 19 Crore+",91688,101,91789,4.866128324,7.657206353,1886284
Bihar,AURANGABAD,DHIRENDRA KUMAR SINGH,0,IND,Air Conditioner,MALE,0,62,GENERAL,Graduate,"Rs 83,89,250
 ~ 83 Lacs+","Rs 0
 ~",24826,6,24832,1.424765747,2.65449737,1742883
Bihar,AURANGABAD,NOTA,0,NOTA,,,,,,,,,22397,27,22424,1.286603863,2.397086381,1742883
Bihar,AURANGABAD,DR DHARMENDRA KUMAR,0,AHFBK,CHESS BOARD,MALE,1,42,ST,Graduate,"Rs 60,06,600
 ~ 60 Lacs+","Rs 0
 ~",16584,5,16589,0.951813748,1.773335086,1742883
Bihar,AURANGABAD,SANTOSH KUMAR SINHA,0,IND,Almirah,MALE,0,43,GENERAL,Graduate,"Rs 12,75,000
 ~ 12 Lacs+","Rs 0
 ~",15010,4,15014,0.861446236,1.604970341,1742883
Bihar,AURANGABAD,AVINASH KUMAR,0,PPID,Table,MALE,0,35,GENERAL,Post Graduate,"Rs 37,17,856
 ~ 37 Lacs+","Rs 0
 ~",13668,12,13680,0.784906388,1.462368074,1742883
Bihar,AURANGABAD,YOGENDRA RAM,0,IND,Balloon,MALE,0,58,SC,Literate,"Rs 1,55,000
 ~ 1 Lacs+","Rs 0
 ~",11979,8,11987,0.687768485,1.281389335,1742883
Bihar,AURANGABAD,SOM PRAKASH,0,SPL,Tractor Chalata Kisan,MALE,0,46,GENERAL,Graduate,"Rs 14,37,80,000
 ~ 14 Crore+","Rs 0
 ~",11709,4,11713,0.672047407,1.252099214,1742883
Assam,AUTONOMOUS DISTRICT,HOREN SING BEY,1,BJP,Lotus,MALE,2,49,ST,Graduate,"Rs 2,06,93,570
 ~ 2 Crore+","Rs 59,56,209
 ~ 59 Lacs+",380183,1133,381316,47.90733028,61.71579878,795945
Assam,AUTONOMOUS DISTRICT,BIREN SINGH ENGTI,0,INC,Hand,MALE,0,76,ST,Post Graduate,"Rs 78,66,276
 ~ 78 Lacs+","Rs 0
 ~",141344,346,141690,17.80148126,22.93245374,795945
Assam,AUTONOMOUS DISTRICT,JONES INGTI KATHAR,0,IND,Battery Torch,MALE,0,68,ST,Post Graduate,"Rs 6,10,218
 ~6 Lacs+",NIL,39425,158,39583,4.973082311,6.406488222,795945
Assam,AUTONOMOUS DISTRICT,HOLIRAM TERANG,0,ASDC,Table,MALE,0,61,ST,Graduate,"Rs 5,37,85,471
 ~ 5 Crore+","Rs 50,00,000
 ~ 50 Lacs+",36840,75,36915,4.637883271,5.974673792,795945
Assam,AUTONOMOUS DISTRICT,LIENKHOCHON,0,NPEP,Book,MALE,0,39,ST,8th Pass,"Rs 68,30,962
 ~ 68 Lacs+","Rs 16,06,436
 ~ 16 Lacs+",9920,117,10037,1.261016779,1.624483296,795945
Assam,AUTONOMOUS DISTRICT,NOTA,0,NOTA,,,,,,,,,8160,34,8194,1.029468117,1.326194692,795945
Uttar Pradesh,AZAMGARH,Akhilesh Yadav,1,SP,Bicycle,MALE,0,45,GENERAL,Graduate Professional,"Rs 37,78,59,166
 ~ 37 Crore+","Rs 28,53,000
 ~ 28 Lacs+",619594,1984,621578,34.74117579,60.3593333,1789168
Uttar Pradesh,AZAMGARH,Dinesh Lal Yadav Nirahua,0,BJP,Lotus,MALE,1,40,GENERAL,12th Pass,"Rs 5,93,80,841
 ~ 5 Crore+","Rs 54,15,364
 ~ 54 Lacs+",360255,1449,361704,20.21632401,35.12384977,1789168
Uttar Pradesh,BADAUN,Dr. Sanghmitra Maurya,0,BJP,Lotus,FEMALE,2,34,GENERAL,Graduate Professional,"Rs 4,03,72,093
 ~ 4 Crore+","Rs 0
 ~",510343,1009,511352,27.03311947,47.28287504,1891576
Uttar Pradesh,BADAUN,Dharmendra Yadav,0,SP,Bicycle,MALE,3,40,GENERAL,Post Graduate,"Rs 11,86,88,322
 ~ 11 Crore+","Rs 2,65,10,293
 ~ 2 Crore+",491959,939,492898,26.05753086,45.57650022,1891576
Uttar Pradesh,BADAUN,Saleem Iqbal Shervani,0,INC,Hand,MALE,5,66,GENERAL,Graduate,"Rs 76,38,72,000
 ~ 76 Crore+","Rs 50,00,000
 ~ 50 Lacs+",51896,51,51947,2.746228542,4.803351722,1891576
Karnataka,BAGALKOT,Gaddigoudar Parvatagouda Chandanagouda,1,BJP,Lotus,MALE,0,68,GENERAL,Graduate Professional,"Rs 4,39,80,663
 ~ 4 Crore+","Rs 79,87,991
 ~ 79 Lacs+",661662,2976,664638,39.00434857,55.17032428,1704010
Karnataka,BAGALKOT,Veena Kashappanavar,0,INC,Hand,FEMALE,0,38,GENERAL,Graduate,"Rs 7,83,75,219
 ~ 7 Crore+","Rs 2,67,84,734
 ~ 2 Crore+",495636,815,496451,29.13427738,41.20944433,1704010
Uttar Pradesh,BAGHPAT,Dr. SATYAPAL SINGH,1,BJP,Lotus,MALE,1,63,GENERAL,Post Graduate,"Rs 7,81,95,793
 ~ 7 Crore+","Rs 0
 ~",519631,6158,525789,32.52686709,50.28552793,1616476
Uttar Pradesh,BAGHPAT,JAYANT CHAUDHARY,0,RLD,Hand Pump,MALE,0,40,GENERAL,Post Graduate,"Rs 27,50,23,812
 ~ 27 Crore+","Rs 2,92,42,618
 ~ 2 Crore+",500794,1493,502287,31.07296366,48.03783831,1616476
West Bengal,BAHARAMPUR,ADHIR RANJAN CHOWDHURY,1,INC,Hand,MALE,7,63,GENERAL,10th Pass,"Rs 10,13,15,437
 ~ 10 Crore+","Rs 85,06,984
 ~ 85 Lacs+",589580,1526,591106,36.07873153,45.43359008,1638378
West Bengal,BAHARAMPUR,APURBA SARKAR (DAVID),0,AITC,Flowers and Grass,MALE,9,55,GENERAL,12th Pass,"Rs 4,79,30,322
 ~ 4 Crore+","Rs 21,19,820
 ~ 21 Lacs+",509886,524,510410,31.15337242,39.23113403,1638378
West Bengal,BAHARAMPUR,KRISHNA JOYARDAR,0,BJP,Lotus,MALE,0,55,GENERAL,Graduate,"Rs 6,200
 ~ 6 Thou+","Rs 0
 ~",141231,1807,143038,8.73046391,10.99418693,1638378
West Bengal,BAHARAMPUR,NOTA,0,NOTA,,,,,,,,,14072,14,14086,0.859752755,1.082678149,1638378
West Bengal,BAHARAMPUR,SAMIR BISWAS,0,IND,Bead Necklace,MALE,0,38,SC,8th Pass,"Rs 10,200
 ~ 10 Thou+","Rs 0
 ~",13681,1,13682,0.835094221,1.0516259,1638378
West Bengal,BAHARAMPUR,ID MOHAMMAD,0,RSP,Spade & Stoker,MALE,0,66,GENERAL,Graduate,"Rs 39,68,029
 ~ 39 Lacs+","Rs 3,22,779
 ~ 3 Lacs+",13342,20,13362,0.815562709,1.02703006,1638378
Uttar Pradesh,BAHRAICH,AKSHAIBAR LAL,1,BJP,Lotus,MALE,0,73,SC,10th Pass,"Rs 4,56,91,463
 ~ 4 Crore+","Rs 30,28,133
 ~ 30 Lacs+",525512,470,525982,30.40520074,53.1218218,1729908
Uttar Pradesh,BAHRAICH,SHABBIR BALMIKI,0,SP,Bicycle,MALE,1,60,SC,12th Pass,"Rs 1,11,62,030
 ~ 1 Crore+","Rs 0
 ~",396843,387,397230,22.9624928,40.11844754,1729908
Uttar Pradesh,BAHRAICH,SAVITRI BAI PHULE,0,INC,Hand,FEMALE,7,38,SC,Graduate,"Rs 30,46,772
 ~ 30 Lacs+","Rs 0
 ~",34383,71,34454,1.991666609,3.479699397,1729908
Uttar Pradesh,BAHRAICH,NOTA,0,NOTA,,,,,,,,,13184,5,13189,0.762410487,1.332029818,1729908
Madhya Pradesh,BALAGHAT,DR DHAL SINGH BISEN,1,BJP,Lotus,MALE,0,66,GENERAL,Others,"Rs 8,86,48,133
 ~ 8 Crore+","Rs 15,30,693
 ~ 15 Lacs+",692859,3243,696102,39.3784101,50.70931647,1767725
Madhya Pradesh,BALAGHAT,MADHU BHAGAT,0,INC,Hand,MALE,0,53,GENERAL,12th Pass,"Rs 1,02,37,135
 ~ 1 Crore+","Rs 0
 ~",452594,1442,454036,25.68476432,33.07540449,1767725
Madhya Pradesh,BALAGHAT,KANKAR MUNJARE,0,BSP,Elephant,MALE,6,68,GENERAL,Others,"Rs 2,05,50,745
 ~ 2 Crore+","Rs 22,00,000
 ~ 22 Lacs+",84996,181,85177,4.818453096,6.204934692,1767725
Madhya Pradesh,BALAGHAT,BODHSINGH BHAGAT,0,IND,Auto- Rickshaw,MALE,0,62,GENERAL,Graduate,"Rs 4,42,44,840
 ~ 4 Crore+","Rs 0
 ~",47105,115,47220,2.671229971,3.439860716,1767725
Odisha,BALASORE,PRATAP CHANDRA SARANGI,1,BJP,Lotus,MALE,7,64,GENERAL,Graduate,"Rs 13,46,236
 ~ 13 Lacs+","Rs 160
 ~ 1 Hund+",481438,2420,483858,31.58793587,41.73510271,1531781
Odisha,BALASORE,RABINDRA KUMAR JENA,0,BJD,Conch,MALE,0,51,GENERAL,Others,"Rs 72,61,51,097
 ~ 72 Crore+","Rs 6,33,41,667
 ~ 6 Crore+",470242,660,470902,30.74212306,40.61758478,1531781
Odisha,BALASORE,NAVAJYOTI PATNAIK,0,INC,Hand,MALE,0,46,GENERAL,Graduate Professional,"Rs 1,04,20,05,000
 ~ 104 Crore+","Rs 1,07,95,82,000
 ~ 107 Crore+",179070,333,179403,11.71205283,15.47438015,1531781
Uttar Pradesh,BALLIA,Virendra Singh,1,BJP,Lotus,MALE,2,62,GENERAL,Graduate,"Rs 2,44,98,319
 ~ 2 Crore+","Rs 0
 ~",464039,5075,469114,25.73837185,47.357938,1822625
Uttar Pradesh,BALLIA,Sanatan Pandey,0,SP,Bicycle,MALE,5,56,GENERAL,Others,"Rs 2,65,00,222
 ~ 2 Crore+","Rs 5,31,827
 ~ 5 Lacs+",450408,3187,453595,24.88690762,45.79126585,1822625
Uttar Pradesh,BALLIA,Vinod,0,SBSP,Walking Stick,MALE,3,51,GENERAL,12th Pass,"Rs 6,79,39,301
 ~ 6 Crore+","Rs 0
 ~",35874,26,35900,1.969686578,3.624172321,1822625
West Bengal,BALURGHAT,Sukanta Majumdar,1,BJP,Lotus,MALE,0,39,GENERAL,Doctorate,"Rs 58,25,866
 ~ 58 Lacs+","Rs 21,68,170
 ~ 21 Lacs+",537577,1740,539317,37.66958813,45.00920936,1431704
West Bengal,BALURGHAT,Arpita Ghosh,0,AITC,Flowers and Grass,FEMALE,0,52,GENERAL,Graduate,"Rs 28,24,728
 ~ 28 Lacs+","Rs 0
 ~",505463,561,506024,35.34417729,42.23071062,1431704
West Bengal,BALURGHAT,Ranen Barman,0,RSP,Spade & Stoker,MALE,0,50,SC,10th Pass,"Rs 46,32,504
 ~ 46 Lacs+","Rs 0
 ~",72917,73,72990,5.098120841,6.091449354,1431704
West Bengal,BALURGHAT,Abdus Sadek Sarkar,0,INC,Hand,MALE,4,40,GENERAL,Graduate Professional,"Rs 2,18,68,500
 ~ 2 Crore+","Rs 98,84,000
 ~ 98 Lacs+",36698,85,36783,2.56917631,3.069759989,1431704
West Bengal,BALURGHAT,NOTA,0,NOTA,,,,,,,,,13403,11,13414,0.93692551,1.119478033,1431704
Gujarat,BANASKANTHA,PARBATBHAI SAVABHAI PATEL,1,BJP,Lotus,MALE,0,70,GENERAL,Graduate Professional,"Rs 4,18,19,177
 ~ 4 Crore+","Rs 45,00,000
 ~ 45 Lacs+",675650,3458,679108,40.00909635,61.52795181,1697384
Gujarat,BANASKANTHA,PARTHIBHAI GALBABHAI BHATOL,0,INC,Hand,MALE,1,75,GENERAL,10th Pass,"Rs 4,04,04,078
 ~ 4 Crore+","Rs 21,64,385
 ~ 21 Lacs+",309446,1366,310812,18.31123659,28.15991824,1697384
Gujarat,BANASKANTHA,THAKOR SWARUPJI SARDARJI,0,IND,Gas Cylinder,MALE,0,39,GENERAL,8th Pass,"Rs 17,05,000
 ~ 17 Lacs+","Rs 0
 ~",48516,118,48634,2.865232617,4.406295329,1697384
Gujarat,BANASKANTHA,NOTA,0,NOTA,,,,,,,,,12658,70,12728,0.749859784,1.153171175,1697384
Gujarat,BANASKANTHA,TEJABHAI NETHIBHAI RABARI,0,BSP,Elephant,MALE,1,49,GENERAL,Literate,"Rs 79,85,000
 ~ 79 Lacs+","Rs 18,00,000
 ~ 18 Lacs+",11034,54,11088,0.653240516,1.004585323,1697384
